0	213501
1	192403
2	217477
3	218905
3	219951
5	223591
6	243288
7	205236
8	233393
9	216333
9	216348
9	219010
10	216584
11	232696
12	245123
13	224952
15	215782
15	216638
15	216704
15	217059
15	217074
15	217725
15	218858
15	219289
15	220096
16	213835
18	210157
19	210271
19	211309
20	197166
21	211319
21	212812
21	213385
22	201717
23	202899
26	199906
27	216727
28	209660
29	221179
30	215249
30	216007
32	211072
33	211694
33	213402
34	213015
35	195357
37	193427
38	239185
39	200396
41	213378
41	214374
41	221650
42	229511
43	230230
44	205446
45	209179
46	209256
48	222047
49	221048
50	194514
51	216821
52	214468
54	206461
55	203014
57	201278
57	201999
57	202004
58	201320
58	204165
59	214046
60	222013
61	205470
62	221630
63	202332
64	214088
64	215274
65	194462
66	202948
68	216321
73	212358
73	218835
74	230381
75	204479
76	222916
76	224960
76	226996
76	227374
79	217166
79	222925
81	192406
82	205701
84	210130
85	212642
86	202399
87	207727
88	224897
90	201617
90	210032
91	213378
92	225465
93	192406
94	212942
94	213211
94	213548
96	215002
96	220589
98	226881
98	229320
99	223985
100	197166
101	210514
102	220367
102	222846
104	222014
104	222029
104	222186
104	224333
104	224703
104	224960
104	225025
104	225475
104	226681
104	227368
104	228232
104	228495
105	204398
105	204657
106	208268
108	224039
109	211343
111	207775
113	212622
114	192406
115	218585
118	240143
119	229809
120	208991
120	209179
121	210488
122	213903
122	213977
125	209587
126	209900
126	210461
127	207608
128	211064
129	227425
129	227696
130	209487
130	211071
131	225842
132	204764
132	212268
133	206383
135	213215
135	216103
136	218368
136	225394
136	228471
137	216638
137	221650
139	210620
140	208995
141	207434
142	212269
143	226844
143	233031
145	202269
146	231987
147	221650
148	221513
149	230310
149	231222
150	204058
151	228438
153	220308
154	218777
155	206407
156	204953
157	215845
158	228974
160	228770
161	201613
162	228041
163	205670
163	207872
163	208991
163	208994
165	216143
165	216349
166	225373
169	226091
170	196667
171	200003
173	215992
175	212691
175	214338
178	219528
179	216249
179	217483
181	199189
182	230366
183	224277
185	206344
186	220010
187	214456
188	232821
189	204879
189	207097
189	208398
189	210969
190	212891
190	220522
191	206987
192	216909
193	211110
193	213727
194	223973
195	235670
197	216768
198	206745
198	210620
200	203926
200	206484
200	207353
200	208459
201	202801
203	218200
205	205623
206	206868
207	208259
208	220391
209	214378
210	232396
211	200195
212	208004
212	211070
213	208254
214	200514
214	203156
215	227496
216	210557
217	218406
218	224211
218	226906
219	202719
219	203978
219	204195
219	205297
220	206025
223	210615
224	216845
225	202474
225	204058
225	207165
226	204725
229	225059
231	218401
232	218381
233	204657
234	192406
235	227299
236	229760
237	208249
237	209163
237	209243
237	210436
237	210600
239	234739
240	225095
241	199365
242	213657
242	214562
242	215143
242	215925
243	216009
244	235692
244	237802
244	240372
244	240793
244	241377
244	241582
244	242234
246	227611
248	205846
248	210173
250	221137
252	236699
253	214513
253	215517
254	202173
256	229404
257	206138
257	207218
258	220881
258	225394
259	202689
259	203848
259	204855
259	205322
260	208894
260	210695
260	210728
260	211276
260	225278
261	222835
263	204152
263	204160
263	205588
263	207165
264	196488
264	204089
265	227619
266	203519
267	198938
267	202237
268	192407
269	232921
272	207219
273	212706
275	219182
276	206908
277	200842
278	223415
279	203006
280	192415
281	240593
282	237063
283	200690
284	200253
285	214654
285	229287
286	223278
287	197835
288	197324
288	198251
289	218814
290	194807
291	226681
291	226886
291	227211
292	239152
292	240149
293	205833
297	225408
297	226292
298	205317
298	208319
299	245654
300	226667
301	229606
302	240190
303	210107
303	211151
304	234737
307	212091
307	213088
307	213325
307	213572
307	213587
307	213737
307	213847
307	213863
307	214852
307	215317
307	215387
307	216031
307	216183
308	205627
308	206035
309	203087
310	240190
311	207777
312	199524
313	225515
313	227997
314	195485
315	216151
316	225339
318	209042
320	203558
321	211409
322	222198
324	204788
325	212779
325	218279
326	200667
326	205470
329	203980
330	200093
330	203142
330	203661
331	225050
332	196614
333	224223
335	219402
339	218744
339	219279
340	199011
340	199077
340	204989
341	201065
341	201669
342	215985
343	225894
343	226175
343	226177
343	228931
344	234716
346	200716
346	201476
347	221608
349	201488
350	206602
350	206603
350	207567
350	208074
350	208285
351	239389
351	239661
351	239710
351	240004
353	204559
355	201317
355	201425
356	212498
357	227822
359	206801
360	213499
360	218751
362	196150
363	207288
365	218246
366	226142
367	235530
368	211694
370	216583
371	226814
372	205767
374	228139
374	229227
374	230163
374	230704
376	200586
378	196095
378	196096
378	196208
378	196700
379	211550
379	213954
379	214316
380	199905
381	211751
382	205593
382	207972
384	225265
384	226474
385	207282
387	200716
388	218014
389	221650
391	194944
391	195113
391	195114
391	195145
391	195198
391	195214
391	195215
391	195216
391	195268
391	195300
391	195320
391	195332
391	195351
391	195406
391	195437
391	195475
391	195480
391	195483
391	195533
391	195559
391	195611
391	195622
391	195652
391	195653
391	195666
391	195688
391	195689
391	195724
391	195779
391	195784
391	195790
391	195817
392	209115
392	210202
392	210629
392	210858
394	205310
396	200716
398	196152
399	196318
400	209821
401	219029
402	216480
403	221749
403	229808
404	206801
404	207208
404	207670
404	208516
405	214003
405	214312
405	214348
405	215440
405	216503
405	217114
407	201885
408	214445
413	210699
413	212498
414	197560
416	209420
416	213033
416	213145
417	219946
418	203918
420	198331
422	204349
424	211930
426	204856
426	206338
426	207216
426	207817
427	217422
427	217998
428	206030
429	194013
430	224131
431	213727
434	234737
436	197684
436	197841
436	199785
437	224738
437	224803
437	228173
437	228186
438	214588
439	224103
441	211656
442	210600
443	212930
444	217020
445	196983
446	209818
446	218729
447	212361
448	216474
448	216870
448	218335
448	218574
448	219318
448	219707
448	220527
448	220862
449	212497
450	216806
451	192417
453	216521
454	201207
455	230062
456	201380
457	198014
457	198603
458	215620
459	192601
461	208673
462	207740
462	208077
462	208952
463	232658
464	212081
464	214249
465	205579
466	201187
468	202544
469	223593
473	217833
474	201074
474	204042
474	204765
475	218494
475	218575
478	230271
480	230517
483	213170
484	209412
484	209782
484	210464
485	207216
485	210697
487	219762
489	195136
489	196425
490	230517
491	198039
492	227082
492	227153
495	225245
495	227727
495	228256
495	228618
496	208447
497	214207
498	195256
498	196712
499	192413
500	193272
501	233596
502	209887
503	213589
504	205449
505	209179
507	228801
508	207602
508	212247
510	193130
511	203560
512	212776
513	213436
514	220189
515	226928
517	211948
517	214534
518	212081
519	213478
520	220009
520	224751
522	206867
522	207665
522	209119
523	210038
523	210820
527	230513
528	217812
530	210646
531	202606
533	210598
533	210605
533	211342
533	212532
533	213186
534	212587
535	200844
535	201417
537	196858
539	195779
540	228610
542	197113
542	197336
542	197564
542	197641
542	199805
542	199970
543	209412
544	214777
545	232254
546	193124
549	215634
549	217382
550	205266
550	205611
550	210775
551	206158
556	213319
557	218128
557	219708
557	221406
558	204028
559	205806
561	211371
562	216270
564	244633
565	205767
566	218511
567	201555
567	202146
567	202173
568	223035
568	224479
568	225027
568	225570
568	227408
568	228330
569	220627
569	220628
569	220911
569	220937
569	222160
569	223488
571	207011
572	225849
573	227309
574	232716
576	215715
577	250012
578	228074
579	207090
580	212595
580	213378
580	214143
580	214849
580	216280
581	216669
583	224607
583	227513
584	206514
585	200294
586	204764
589	215459
590	247870
591	205374
592	192416
593	212539
593	217340
594	228357
595	213809
596	217804
596	217852
596	218272
596	218275
596	218280
596	218368
596	219499
596	219709
596	219842
596	219975
596	220138
596	220570
596	221088
